37.63267229,126.970563,49.56781987
37.63268022,126.9705579,49.55871662
37.63268833,126.9705524,49.56963502
37.63269517,126.9705455,49.57042223
37.63270049,126.9705375,49.57104681
37.63270454,126.9705283,49.56153849
37.63270743,126.9705183,49.55190547
37.6327095,126.9705076,49.5321874
37.63271085,126.9704961,49.52239362
37.63271157,126.9704842,49.50253294
37.63271202,126.9704711,49.49264902
37.63271247,126.970456,49.48277511
37.63271283,126.97044,49.4628962
37.63271319,126.9704224,49.45302631
37.63271283,126.9704037,49.43308279
37.63271193,126.9703849,49.42308082
37.63270994,126.970367,49.40295567
37.63270661,126.9703498,49.38267875
37.63270192,126.9703322,49.36225538
37.63269607,126.9703143,49.34170543
37.63268931,126.9702959,49.32105928
37.63268165,126.970277,49.3003176
37.63267354,126.9702577,49.28952937
37.63266462,126.9702376,49.27865625
37.63265507,126.9702171,49.26771692
37.63264453,126.9701962,49.27667124
37.63263308,126.9701756,49.28552611
37.63262065,126.9701554,49.30427107
37.63260713,126.9701354,49.32289629
37.63259236,126.9701157,49.34138265
37.63257641,126.9700968,49.37973701
37.63255929,126.9700788,49.42795879
37.632541,126.9700618,49.47604742
37.63252136,126.9700456,49.52398447
37.6325009,126.9700305,49.58182739
37.63247919,126.9700162,49.64952876
37.63245648,126.9700031,49.7071164
37.6324327,126.9699909,49.78458179
37.63240828,126.96998,49.86197175
37.63238323,126.9699703,49.93928761
37.63235755,126.9699615,50.01653007
37.63233133,126.9699539,50.10370837
37.63230016,126.9699462,50.21034765
37.63227808,126.9699416,50.28796449
37.63225114,126.9699366,50.38505347
37.63222429,126.9699323,50.47214981
37.63219726,126.9699286,50.5492247
37.6321705,126.9699253,50.62632786
37.63214338,126.9699225,50.70339058
37.63211635,126.9699201,50.78046194
37.63208941,126.969918,50.84754258
37.63206229,126.9699162,50.90460373
37.63203526,126.9699148,50.98167415
37.63200805,126.9699134,51.03872576
37.63198084,126.9699123,51.09577751
37.6319539,126.9699115,51.13285808
37.63192804,126.9699113,51.17005406
37.63190362,126.9699117,51.20740372
37.63188083,126.9699132,51.22492442
37.63185867,126.9699158,51.23250795
37.63183659,126.9699198,51.24009439
37.63181461,126.9699251,51.23768374
37.63179262,126.9699323,51.23526303
37.63177091,126.9699419,51.23285961
37.63174965,126.9699539,51.2304917
37.63172929,126.9699677,51.21821191
37.63170893,126.9699836,51.2059216
37.63168829,126.9700015,51.2135917
37.63166775,126.9700209,51.2612638
37.63164739,126.9700413,51.31895155
37.63162721,126.9700625,51.31665566
37.63160361,126.9700887,51.25396432
37.63158829,126.9701067,51.22221335
37.63157081,126.9701279,51.19021277
37.63155667,126.9701456,51.17859169
37.63154559,126.9701594,51.19732232
37.63153604,126.9701713,51.22622885
37.63153081,126.9701779,51.23563035
37.63152477,126.9701852,51.21494036
37.63152144,126.9701894,51.1945587
37.63151793,126.9701936,51.18415768
37.63151504,126.9701973,51.16382706
37.63151252,126.9702005,51.14353833
37.63151027,126.9702033,51.12328056
37.63150838,126.9702059,51.10306283
37.63150658,126.9702083,51.09285603
37.63150504,126.9702106,51.07267895
37.63150342,126.9702131,51.06249095
37.63150261,126.9702146,51.05239575
37.63150153,126.9702161,51.05227083
37.63150063,126.9702175,51.04216655
37.63149973,126.9702189,51.03206226
37.63149874,126.9702202,51.02194828
37.63149793,126.9702212,51.02185553
37.63149703,126.9702225,51.01175186
37.63149631,126.9702234,51.01166942
37.6314954,126.9702245,51.00156637
37.6314945,126.9702257,51.00146331
37.63149369,126.9702268,50.99136997
37.63149288,126.9702278,50.99127723
37.63149198,126.9702291,50.99117357
37.63149117,126.9702301,50.98108084
37.63149108,126.9702301,50.99107114
37.63149117,126.9702301,50.98108084
37.63149117,126.97023,50.98108145
37.63149117,126.97023,50.98108145
37.63149117,126.97023,50.98108145
37.63149117,126.97023,50.98108145
37.63149117,126.97023,50.98108145
37.63149117,126.97023,50.98108145
37.6314909,126.9702304,50.98104993
37.63148883,126.9702331,50.97081235
37.63148613,126.9702368,50.95050207
37.63148189,126.9702424,50.9300161
37.63147712,126.9702498,50.90946297
37.63147225,126.9702586,50.8888924
37.63146748,126.970271,50.87831299
37.63146496,126.9702806,50.85799051
37.63146297,126.9702934,50.82770953
37.6314627,126.9703068,50.81760989
37.63146361,126.9703208,50.81763287
37.63146604,126.9703362,50.81781374
37.63147,126.9703528,50.85815375
37.63147496,126.9703702,50.88859604
37.63148082,126.9703892,50.91912749
37.63148676,126.9704076,50.93967265
37.63149271,126.9704252,50.96022236
37.63149893,126.9704434,50.96079814
37.63150433,126.9704623,50.97128365
37.63150902,126.9704821,50.97168749
37.63151434,126.9705026,50.96215633
37.63152082,126.9705234,50.95275072
37.63152875,126.9705435,50.94350378
37.6315383,126.9705638,50.93443157
37.63154894,126.9705834,50.93547986
37.63156074,126.9706032,50.92665394
37.63157353,126.9706234,50.91793391
37.63158723,126.9706438,50.90931073
37.63160183,126.9706648,50.91078283
37.63161723,126.9706863,50.91234061
37.63163336,126.9707084,50.92397448
37.63165021,126.9707313,50.91568347
37.63166769,126.9707547,50.90745906
37.63168923,126.9707834,50.91964931
37.63170481,126.9708039,50.93123704
37.63172761,126.9708337,50.94356163
37.63174365,126.9708547,50.94519787
37.63176392,126.9708812,50.94726822
37.63178482,126.9709087,50.94940434
37.63180582,126.9709362,50.96155145
37.6318269,126.9709638,50.9637096
37.63184735,126.9709906,50.96580525
37.63186591,126.9710148,50.95770858
37.63188294,126.971037,50.97945621
37.63189826,126.9710567,51.01103027
37.63191412,126.9710772,51.02266046
37.63192412,126.97109,51.02368967
37.63193448,126.9711042,51.00475253
37.63194241,126.9711179,50.99555385
37.63194899,126.9711319,50.99620743
37.63195484,126.9711469,50.99677927
37.63195998,126.971162,50.99727275
37.63196449,126.9711773,50.99769715
37.63196737,126.9711931,50.99794347
37.63196782,126.9712087,51.01792701
37.63196584,126.9712242,51.02764775
37.63196169,126.9712402,51.02713131
37.6319553,126.9712571,51.03636751
37.63194701,126.9712743,51.04539747
37.63193737,126.9712919,51.05427992
37.63192665,126.9713096,51.06304521
